"spende","datum"
500,2017-07-28
30,2017-07-28
100,2017-07-28
50,2017-07-28
50,2017-07-28
3,2017-07-28
200,2017-07-28
50,2017-07-28
100,2017-07-28
100,2017-07-28
50,2017-07-28
20,2017-07-28
100,2017-07-27
75,2017-07-27
100,2017-07-27
100,2017-07-27
100,2017-07-27
100,2017-07-27
35,2017-07-27
20,2017-07-27
50,2017-07-27
50,2017-07-27
200,2017-07-27
50,2017-07-27
100,2017-07-27
46,2017-07-27
50,2017-07-27
500,2017-07-27
100,2017-07-27
100,2017-07-27
1,2017-07-27
20,2017-07-27
100,2017-07-27
100,2017-07-27
1000,2017-07-27
30,2017-07-27
100,2017-07-27
50,2017-07-27
1000,2017-07-27
10,2017-07-27
1000,2017-07-27
40,2017-07-27
50,2017-07-27
10,2017-07-27
1000,2017-07-27
500,2017-07-27
10,2017-07-27
20,2017-07-27
50,2017-07-27
500,2017-07-27
20,2017-07-27
500,2017-07-27
50,2017-07-27
50,2017-07-27
55,2017-07-27
400,2017-07-27
100,2017-07-27
50,2017-07-27
100,2017-07-27
100,2017-07-27
30,2017-07-27
50,2017-07-27
20,2017-07-27
250,2017-07-27
200,2017-07-27
1000,2017-07-27
50,2017-07-27
100,2017-07-27
50,2017-07-27
40,2017-07-27
500,2017-07-27
100,2017-07-27
50,2017-07-27
500,2017-07-27
50,2017-07-27
20,2017-07-27
10,2017-07-27
500,2017-07-27
3,2017-07-27
100,2017-07-27
50,2017-07-27
100,2017-07-27
100,2017-07-27
40,2017-07-27
500,2017-07-26
50,2017-07-26
200,2017-07-26
300,2017-07-26
50,2017-07-26
10,2017-07-26
100,2017-07-26
20,2017-07-26
20,2017-07-26
25,2017-07-26
50,2017-07-26
100,2017-07-26
100,2017-07-26
50,2017-07-26
250,2017-07-26
20,2017-07-26
20,2017-07-26
50,2017-07-26
100,2017-07-26
20,2017-07-26
100,2017-07-26
20,2017-07-26
150,2017-07-26
30,2017-07-26
150,2017-07-26
50,2017-07-26
10,2017-07-26
500,2017-07-26
100,2017-07-26
50,2017-07-26
100,2017-07-26
100,2017-07-26
50,2017-07-26
50,2017-07-26
50,2017-07-26
100,2017-07-26
50,2017-07-26
30,2017-07-26
50,2017-07-26
50,2017-07-26
100,2017-07-26
50,2017-07-26
50,2017-07-26
200,2017-07-26
500,2017-07-26
100,2017-07-26
300,2017-07-26
50,2017-07-26
500,2017-07-26
3499,2017-07-26
100,2017-07-26
50,2017-07-26
100,2017-07-26
20,2017-07-26
100,2017-07-26
20,2017-07-26
20,2017-07-26
100,2017-07-26
10,2017-07-26
20,2017-07-26
50,2017-07-26
50,2017-07-26
20,2017-07-26
20,2017-07-26
100,2017-07-26
150,2017-07-26
10,2017-07-26
10,2017-07-26
1000,2017-07-26
50,2017-07-26
50,2017-07-26
100,2017-07-26
100,2017-07-25
100,2017-07-25
110,2017-07-25
500,2017-07-25
50,2017-07-25
100,2017-07-25
20,2017-07-25
20,2017-07-25
100,2017-07-25
30,2017-07-25
50,2017-07-25
500,2017-07-25
50,2017-07-25
1000,2017-07-25
50,2017-07-25
50,2017-07-25
50,2017-07-25
50,2017-07-25
500,2017-07-25
100,2017-07-25
20,2017-07-25
10,2017-07-25
10,2017-07-25
100,2017-07-25
20,2017-07-25
50,2017-07-25
50,2017-07-25
100,2017-07-25
50,2017-07-25
30,2017-07-25
50,2017-07-25
100,2017-07-25
100,2017-07-25
20,2017-07-25
50,2017-07-25
100,2017-07-25
100,2017-07-25
200,2017-07-25
50,2017-07-25
10,2017-07-25
20,2017-07-25
100,2017-07-25
100,2017-07-25
3490,2017-07-25
50,2017-07-25
50,2017-07-25
25,2017-07-25
20,2017-07-25
20,2017-07-25
1000,2017-07-25
500,2017-07-25
100,2017-07-25
200,2017-07-25
500,2017-07-25
200,2017-07-25
100,2017-07-25
50,2017-07-25
10,2017-07-25
100,2017-07-25
10,2017-07-25
100,2017-07-25
100,2017-07-25
50,2017-07-25
100,2017-07-25
100,2017-07-24
40,2017-07-24
40,2017-07-24
50,2017-07-24
50,2017-07-24
250,2017-07-24
50,2017-07-24
250,2017-07-24
20,2017-07-24
50,2017-07-24
25,2017-07-24
50,2017-07-24
10,2017-07-24
500,2017-07-24
500,2017-07-24
1000,2017-07-24
100,2017-07-24
10,2017-07-24
100,2017-07-24
20,2017-07-24
100,2017-07-24
50,2017-07-24
50,2017-07-24
1000,2017-07-24
10,2017-07-24
50,2017-07-24
50,2017-07-24
50,2017-07-24
100,2017-07-24
100,2017-07-24
100,2017-07-24
50,2017-07-24
20,2017-07-24
100,2017-07-24
100,2017-07-24
20,2017-07-24
50,2017-07-24
50,2017-07-24
20,2017-07-24
150,2017-07-24
500,2017-07-24
100,2017-07-24
400,2017-07-24
100,2017-07-24
50,2017-07-24
300,2017-07-24
100,2017-07-24
1000,2017-07-24
50,2017-07-24
50,2017-07-24
20,2017-07-24
10,2017-07-24
70,2017-07-24
500,2017-07-24
100,2017-07-24
1000,2017-07-24
50,2017-07-24
50,2017-07-24
100,2017-07-24
50,2017-07-24
100,2017-07-24
100,2017-07-24
1000,2017-07-24
100,2017-07-24
50,2017-07-24
50,2017-07-24
100,2017-07-24
50,2017-07-24
100,2017-07-24
200,2017-07-24
10,2017-07-24
500,2017-07-24
100,2017-07-24
50,2017-07-24
100,2017-07-24
50,2017-07-24
10,2017-07-24
1000,2017-07-24
50,2017-07-24
20,2017-07-24
50,2017-07-24
20,2017-07-24
100,2017-07-24
20,2017-07-24
100,2017-07-24
100,2017-07-24
50,2017-07-24
30,2017-07-24
10,2017-07-24
50,2017-07-24
150,2017-07-24
300,2017-07-24
100,2017-07-24
50,2017-07-24
150,2017-07-24
100,2017-07-24
200,2017-07-24
100,2017-07-24
30,2017-07-24
50,2017-07-24
20,2017-07-24
50,2017-07-24
50,2017-07-23
50,2017-07-23
20,2017-07-23
500,2017-07-23
3000,2017-07-23
50,2017-07-23
100,2017-07-23
100,2017-07-23
100,2017-07-23
1000,2017-07-23
60,2017-07-23
40,2017-07-23
50,2017-07-23
50,2017-07-23
100,2017-07-23
20,2017-07-23
40,2017-07-23
50,2017-07-23
100,2017-07-23
20,2017-07-23
30,2017-07-23
200,2017-07-23
10,2017-07-23
20,2017-07-23
50,2017-07-23
50,2017-07-23
50,2017-07-23
20,2017-07-23
100,2017-07-23
50,2017-07-23
50,2017-07-23
50,2017-07-23
150,2017-07-23
10,2017-07-23
100,2017-07-23
50,2017-07-23
50,2017-07-23
10,2017-07-23
100,2017-07-23
100,2017-07-23
50,2017-07-23
200,2017-07-23
200,2017-07-23
1000,2017-07-23
50,2017-07-23
10,2017-07-23
30,2017-07-23
150,2017-07-23
150,2017-07-23
50,2017-07-23
100,2017-07-23
100,2017-07-23
50,2017-07-23
50,2017-07-23
150,2017-07-23
50,2017-07-23
150,2017-07-23
100,2017-07-23
500,2017-07-23
500,2017-07-22
50,2017-07-22
50,2017-07-22
10,2017-07-22
500,2017-07-22
75,2017-07-22
100,2017-07-22
10,2017-07-22
50,2017-07-22
50,2017-07-22
50,2017-07-22
100,2017-07-22
100,2017-07-22
20,2017-07-22
50,2017-07-22
50,2017-07-22
100,2017-07-22
50,2017-07-22
10,2017-07-22
100,2017-07-22
50,2017-07-22
1000,2017-07-22
100,2017-07-22
200,2017-07-22
100,2017-07-22
100,2017-07-22
100,2017-07-22
100,2017-07-22
50,2017-07-22
20,2017-07-22
150,2017-07-22
50,2017-07-22
10,2017-07-22
50,2017-07-22
20,2017-07-22
40,2017-07-22
100,2017-07-22
100,2017-07-22
20,2017-07-22
20,2017-07-22
20,2017-07-22
200,2017-07-22
200,2017-07-22
100,2017-07-22
100,2017-07-22
10,2017-07-22
20,2017-07-22
50,2017-07-22
50,2017-07-22
50,2017-07-22
100,2017-07-22
50,2017-07-22
10,2017-07-22
20,2017-07-22
10,2017-07-22
20,2017-07-22
10,2017-07-22
100,2017-07-22
50,2017-07-22
50,2017-07-22
20,2017-07-22
50,2017-07-22
100,2017-07-22
50,2017-07-22
150,2017-07-22
50,2017-07-22
100,2017-07-21
100,2017-07-21
20,2017-07-21
500,2017-07-21
100,2017-07-21
125,2017-07-21
100,2017-07-21
100,2017-07-21
50,2017-07-21
250,2017-07-21
20,2017-07-21
101,2017-07-21
150,2017-07-21
100,2017-07-21
20,2017-07-21
100,2017-07-21
100,2017-07-21
2,2017-07-21
10,2017-07-21
20,2017-07-21
50,2017-07-21
20,2017-07-21
25,2017-07-21
100,2017-07-21
50,2017-07-21
100,2017-07-21
500,2017-07-21
100,2017-07-21
50,2017-07-21
250,2017-07-21
100,2017-07-21
30,2017-07-21
10,2017-07-21
100,2017-07-21
100,2017-07-21
20,2017-07-21
200,2017-07-21
20,2017-07-21
100,2017-07-21
1000,2017-07-21
50,2017-07-21
50,2017-07-21
100,2017-07-21
50,2017-07-21
10,2017-07-21
80,2017-07-21
50,2017-07-21
50,2017-07-21
50,2017-07-21
100,2017-07-21
1000,2017-07-21
100,2017-07-21
150,2017-07-21
10,2017-07-21
25,2017-07-21
20,2017-07-21
40,2017-07-21
20,2017-07-21
100,2017-07-21
50,2017-07-21
20,2017-07-21
20,2017-07-21
20,2017-07-21
100,2017-07-21
50,2017-07-21
100,2017-07-21
50,2017-07-21
100,2017-07-21
50,2017-07-21
50,2017-07-21
50,2017-07-21
20,2017-07-21
10,2017-07-21
20,2017-07-21
100,2017-07-21
50,2017-07-21
50,2017-07-21
50,2017-07-21
100,2017-07-21
50,2017-07-21
200,2017-07-21
150,2017-07-21
20,2017-07-21
20,2017-07-21
500,2017-07-21
20,2017-07-21
20,2017-07-21
100,2017-07-21
100,2017-07-21
50,2017-07-21
100,2017-07-21
50,2017-07-21
50,2017-07-21
100,2017-07-21
100,2017-07-21
50,2017-07-21
50,2017-07-21
50,2017-07-21
20,2017-07-21
50,2017-07-21
100,2017-07-21
500,2017-07-21
100,2017-07-21
200,2017-07-21
10,2017-07-21
100,2017-07-21
50,2017-07-21
100,2017-07-21
100,2017-07-21
20,2017-07-21
200,2017-07-21
200,2017-07-21
50,2017-07-21
50,2017-07-21
1000,2017-07-21
20,2017-07-21
10,2017-07-21
200,2017-07-21
100,2017-07-21
50,2017-07-21
50,2017-07-21
10,2017-07-21
10,2017-07-21
50,2017-07-21
50,2017-07-21
20,2017-07-21
500,2017-07-21
100,2017-07-21
50,2017-07-21
10,2017-07-21
20,2017-07-21
1000,2017-07-21
100,2017-07-21
100,2017-07-21
50,2017-07-21
50,2017-07-21
50,2017-07-21
10,2017-07-21
100,2017-07-21
50,2017-07-21
100,2017-07-21
45,2017-07-21
50,2017-07-21
50,2017-07-21
100,2017-07-21
100,2017-07-21
50,2017-07-21
100,2017-07-21
50,2017-07-21
100,2017-07-21
20,2017-07-21
50,2017-07-21
50,2017-07-21
10,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
200,2017-07-20
100,2017-07-20
50,2017-07-20
10,2017-07-20
20,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
115,2017-07-20
10,2017-07-20
30,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
99,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
70,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
40,2017-07-20
50,2017-07-20
10,2017-07-20
60,2017-07-20
100,2017-07-20
50,2017-07-20
20,2017-07-20
500,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
10,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
10,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
25,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
10,2017-07-20
1000,2017-07-20
100,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
20,2017-07-20
20,2017-07-20
250,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
10,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
30,2017-07-20
20,2017-07-20
100,2017-07-20
80,2017-07-20
20,2017-07-20
20,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
10,2017-07-20
100,2017-07-20
50,2017-07-20
25,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
20,2017-07-20
20,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
500,2017-07-20
100,2017-07-20
10,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
300,2017-07-20
10,2017-07-20
100,2017-07-20
50,2017-07-20
10,2017-07-20
50,2017-07-20
1000,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
1000,2017-07-20
50,2017-07-20
250,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
20,2017-07-20
200,2017-07-20
10,2017-07-20
30,2017-07-20
500,2017-07-20
50,2017-07-20
25,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
20,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
500,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
200,2017-07-20
30,2017-07-20
100,2017-07-20
50,2017-07-20
30,2017-07-20
10,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
500,2017-07-20
100,2017-07-20
100,2017-07-20
500,2017-07-20
40,2017-07-20
100,2017-07-20
10,2017-07-20
500,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
200,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
10,2017-07-20
20,2017-07-20
300,2017-07-20
10,2017-07-20
50,2017-07-20
5,2017-07-20
25,2017-07-20
100,2017-07-20
100,2017-07-20
80,2017-07-20
20,2017-07-20
5,2017-07-20
50,2017-07-20
50,2017-07-20
80,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
200,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
30,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
20,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
300,2017-07-20
50,2017-07-20
20,2017-07-20
30,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
35,2017-07-20
50,2017-07-20
20,2017-07-20
200,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
250,2017-07-20
5,2017-07-20
10,2017-07-20
500,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
10,2017-07-20
1000,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
20,2017-07-20
100,2017-07-20
10,2017-07-20
50,2017-07-20
20,2017-07-20
200,2017-07-20
10,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
10,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
10,2017-07-20
100,2017-07-20
10,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
10,2017-07-20
100,2017-07-20
10,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
30,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
1000,2017-07-20
100,2017-07-20
25,2017-07-20
10,2017-07-20
50,2017-07-20
20,2017-07-20
25,2017-07-20
25,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
20,2017-07-20
10,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
10,2017-07-20
20,2017-07-20
200,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
500,2017-07-20
111,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
20,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
200,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
15,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
10,2017-07-20
20,2017-07-20
200,2017-07-20
50,2017-07-20
250,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
250,2017-07-20
10,2017-07-20
1000,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
60,2017-07-20
50,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
100,2017-07-20
1000,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
500,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
2,2017-07-20
100,2017-07-20
10,2017-07-20
20,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
50,2017-07-20
100,2017-07-20
100,2017-07-20
50,2017-07-20
50,2017-07-20
20,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
10,2017-07-20
20,2017-07-20
100,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
100,2017-07-20
10,2017-07-20
20,2017-07-20
100,2017-07-20
50,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-20
100,2017-07-20
20,2017-07-19
100,2017-07-19
100,2017-07-19
100,2017-07-19
50,2017-07-19
20,2017-07-19
5,2017-07-19
10,2017-07-19
50,2017-07-19
50,2017-07-19
100,2017-07-19
50,2017-07-19
50,2017-07-19
50,2017-07-19
500,2017-07-19
26,2017-07-19
250,2017-07-19
100,2017-07-19
100,2017-07-19
100,2017-07-19
20,2017-07-19
500,2017-07-19
100,2017-07-19
20,2017-07-19
100,2017-07-19
100,2017-07-19
20,2017-07-19
50,2017-07-19
100,2017-07-19
30,2017-07-19
100,2017-07-19
50,2017-07-19
150,2017-07-19
500,2017-07-19
50,2017-07-19
100,2017-07-19
50,2017-07-19
10,2017-07-19
10,2017-07-19
500,2017-07-19
50,2017-07-19
500,2017-07-19
10,2017-07-19
100,2017-07-19
100,2017-07-19
50,2017-07-19
150,2017-07-19
100,2017-07-19
10,2017-07-19
50,2017-07-19
20,2017-07-19
100,2017-07-19
100,2017-07-19
100,2017-07-19
20,2017-07-19
100,2017-07-19
50,2017-07-19
100,2017-07-19
20,2017-07-19
100,2017-07-19
500,2017-07-19
100,2017-07-19
100,2017-07-19
100,2017-07-19
10,2017-07-19
50,2017-07-19
100,2017-07-19
100,2017-07-19
100,2017-07-19
20,2017-07-19
100,2017-07-19
50,2017-07-19
50,2017-07-19
10,2017-07-19
100,2017-07-19
100,2017-07-18
50,2017-07-18
50,2017-07-18
100,2017-07-18
20,2017-07-18
100,2017-07-18
50,2017-07-18
50,2017-07-18
100,2017-07-18
100,2017-07-18
10,2017-07-18
50,2017-07-18
100,2017-07-18
20,2017-07-18
105,2017-07-18
100,2017-07-18
100,2017-07-18
50,2017-07-18
20,2017-07-18
50,2017-07-18
25,2017-07-18
10,2017-07-18
25,2017-07-18
50,2017-07-17
50,2017-07-17
100,2017-07-17
100,2017-07-17
20,2017-07-17
50,2017-07-17
50,2017-07-17
50,2017-07-17
5,2017-07-17
80,2017-07-17
20,2017-07-17
100,2017-07-17
100,2017-07-17
100,2017-07-17
50,2017-07-17
50,2017-07-17
50,2017-07-17
20,2017-07-17
30,2017-07-17
250,2017-07-17
10,2017-07-16
50,2017-07-16
50,2017-07-16
200,2017-07-16
100,2017-07-16
50,2017-07-16
100,2017-07-16
50,2017-07-16
20,2017-07-16
50,2017-07-16
100,2017-07-16
100,2017-07-16
100,2017-07-16
30,2017-07-16
20,2017-07-16
30,2017-07-16
50,2017-07-16
50,2017-07-16
100,2017-07-16
200,2017-07-16
20,2017-07-15
50,2017-07-15
20,2017-07-15
50,2017-07-15
50,2017-07-15
20,2017-07-15
50,2017-07-15
500,2017-07-15
100,2017-07-15
20,2017-07-15
10,2017-07-15
100,2017-07-15
20,2017-07-15
300,2017-07-15
500,2017-07-15
100,2017-07-15
50,2017-07-15
50,2017-07-15
100,2017-07-15
25,2017-07-15
50,2017-07-15
100,2017-07-15
100,2017-07-14
50,2017-07-14
10,2017-07-14
500,2017-07-14
40,2017-07-14
100,2017-07-14
100,2017-07-14
30,2017-07-14
100,2017-07-14
100,2017-07-14
100,2017-07-14
50,2017-07-14
50,2017-07-14
100,2017-07-14
50,2017-07-14
50,2017-07-14
50,2017-07-14
100,2017-07-14
50,2017-07-14
100,2017-07-14
1000,2017-07-14
200,2017-07-14
20,2017-07-14
100,2017-07-14
50,2017-07-14
50,2017-07-14
30,2017-07-14
40,2017-07-14
100,2017-07-14
20,2017-07-14
100,2017-07-14
150,2017-07-14
10,2017-07-14
100,2017-07-14
3499,2017-07-14
100,2017-07-14
100,2017-07-14
100,2017-07-14
111,2017-07-14
20,2017-07-14
15,2017-07-14
30,2017-07-14
100,2017-07-14
100,2017-07-14
15,2017-07-14
50,2017-07-14
50,2017-07-14
100,2017-07-13
30,2017-07-13
100,2017-07-13
50,2017-07-13
50,2017-07-13
20,2017-07-13
50,2017-07-13
100,2017-07-13
500,2017-07-13
50,2017-07-13
100,2017-07-13
1500,2017-07-13
5,2017-07-13
20,2017-07-13
100,2017-07-13
150,2017-07-13
100,2017-07-13
50,2017-07-13
25,2017-07-13
1,2017-07-13
1500,2017-07-13
21,2017-07-13
200,2017-07-13
40,2017-07-13
20,2017-07-13
20,2017-07-13
10,2017-07-13
100,2017-07-13
20,2017-07-13
50,2017-07-13
20,2017-07-13
20,2017-07-13
100,2017-07-13
100,2017-07-13
20,2017-07-13
100,2017-07-13
10,2017-07-13
100,2017-07-13
10,2017-07-13
150,2017-07-13
50,2017-07-13
100,2017-07-13
50,2017-07-13
20,2017-07-13
1000,2017-07-13
100,2017-07-13
500,2017-07-13
500,2017-07-13
200,2017-07-13
10,2017-07-13
20,2017-07-13
20,2017-07-13
20,2017-07-13
20,2017-07-13
500,2017-07-13
500,2017-07-13
100,2017-07-13
50,2017-07-13
20,2017-07-12
20,2017-07-12
100,2017-07-12
500,2017-07-12
100,2017-07-12
50,2017-07-12
100,2017-07-12
100,2017-07-12
20,2017-07-12
100,2017-07-12
20,2017-07-12
100,2017-07-12
100,2017-07-12
10,2017-07-12
20,2017-07-12
50,2017-07-12
100,2017-07-12
10,2017-07-12
20,2017-07-12
100,2017-07-12
111,2017-07-12
100,2017-07-12
2000,2017-07-12
100,2017-07-12
20,2017-07-12
20,2017-07-12
20,2017-07-12
50,2017-07-12
3499,2017-07-12
66,2017-07-12
100,2017-07-12
10,2017-07-12
20,2017-07-12
100,2017-07-12
20,2017-07-12
100,2017-07-12
200,2017-07-12
20,2017-07-12
70,2017-07-12
100,2017-07-12
20,2017-07-12
100,2017-07-12
20,2017-07-12
10,2017-07-12
60,2017-07-12
100,2017-07-12
10,2017-07-12
500,2017-07-12
100,2017-07-12
50,2017-07-12
50,2017-07-12
25,2017-07-12
50,2017-07-12
200,2017-07-12
20,2017-07-12
10,2017-07-12
100,2017-07-12
20,2017-07-12
170,2017-07-12
100,2017-07-12
10,2017-07-12
100,2017-07-12
100,2017-07-12
50,2017-07-12
20,2017-07-11
50,2017-07-11
25,2017-07-11
500,2017-07-11
10,2017-07-11
20,2017-07-11
100,2017-07-11
50,2017-07-11
100,2017-07-11
20,2017-07-11
20,2017-07-11
100,2017-07-11
25,2017-07-11
50,2017-07-11
500,2017-07-11
100,2017-07-11
200,2017-07-11
100,2017-07-11
50,2017-07-11
50,2017-07-11
30,2017-07-11
20,2017-07-11
20,2017-07-11
50,2017-07-11
50,2017-07-11
100,2017-07-11
90,2017-07-11
10,2017-07-11
100,2017-07-11
50,2017-07-11
10,2017-07-11
50,2017-07-11
10,2017-07-11
50,2017-07-11
20,2017-07-11
20,2017-07-11
100,2017-07-11
100,2017-07-11
100,2017-07-11
50,2017-07-11
1000,2017-07-11
100,2017-07-11
20,2017-07-11
20,2017-07-11
100,2017-07-11
10,2017-07-11
50,2017-07-11
100,2017-07-11
20,2017-07-11
50,2017-07-10
100,2017-07-10
50,2017-07-10
20,2017-07-10
1000,2017-07-10
10,2017-07-10
20,2017-07-10
20,2017-07-10
50,2017-07-10
50,2017-07-10
200,2017-07-10
10,2017-07-10
50,2017-07-10
40,2017-07-10
500,2017-07-10
50,2017-07-10
10,2017-07-10
20,2017-07-10
20,2017-07-10
100,2017-07-10
100,2017-07-10
10,2017-07-10
100,2017-07-10
50,2017-07-10
50,2017-07-10
100,2017-07-10
500,2017-07-10
100,2017-07-10
50,2017-07-10
50,2017-07-10
100,2017-07-10
500,2017-07-10
100,2017-07-10
150,2017-07-10
300,2017-07-10
20,2017-07-10
1000,2017-07-10
10,2017-07-10
20,2017-07-10
100,2017-07-10
100,2017-07-10
50,2017-07-10
50,2017-07-10
20,2017-07-10
20,2017-07-10
50,2017-07-10
300,2017-07-10
50,2017-07-10
100,2017-07-10
100,2017-07-10
40,2017-07-10
